,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney's Enchanted Tiki Room,The Barnstormer,Under the Sea - Journey of The Little Mermaid,Seven Dwarfs Mine Train ,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,it's a small world,Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents
4/1/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 1:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 4:50,0,0,0,5,5,30,0,5,5,0,5,5,5,0,5,5,5,5,10,5,10,5,5,5,0,0,0,0
4/1/2018 5:00,0,0,0,5,5,30,0,5,5,5,5,5,5,0,5,5,5,5,10,5,10,5,5,5,0,0,0,0
4/1/2018 5:10,0,0,0,5,5,60,15,10,10,5,5,10,5,0,5,5,40,5,0,5,13,5,10,5,0,0,0,0
4/1/2018 5:20,0,0,0,5,5,75,15,15,15,5,10,10,5,0,5,5,40,5,0,5,13,10,15,5,0,0,0,0
4/1/2018 5:30,0,0,0,5,5,75,15,20,10,5,10,10,5,0,5,5,40,5,0,5,13,10,20,30,0,0,0,0
4/1/2018 5:40,0,5,0,5,5,90,20,25,10,5,10,10,5,0,5,5,45,5,0,10,13,10,25,30,0,0,0,0
4/1/2018 5:50,0,0,0,10,5,90,20,30,10,5,10,10,10,0,5,5,55,5,35,10,13,10,25,30,0,0,0,0
4/1/2018 6:00,0,0,0,10,5,90,20,45,10,5,10,10,20,0,5,5,55,15,45,10,13,10,25,30,0,0,0,0
4/1/2018 6:10,0,5,0,15,5,90,25,55,30,5,10,10,30,0,5,5,60,20,65,20,13,10,30,20,0,0,0,0
4/1/2018 6:20,0,5,0,15,5,90,25,60,35,5,15,10,30,0,5,5,75,20,75,25,13,10,30,20,0,0,0,0
4/1/2018 6:30,0,5,0,10,5,90,30,80,30,5,15,15,45,0,5,5,85,15,80,30,13,10,25,20,0,0,0,0
4/1/2018 6:40,0,5,0,20,5,115,30,60,35,5,15,15,30,0,10,5,95,20,95,30,30,15,25,20,0,0,0,0
4/1/2018 6:50,0,5,0,20,5,120,30,50,45,5,10,15,50,0,10,10,90,20,105,45,30,20,45,50,0,0,0,0
4/1/2018 7:00,0,5,0,25,20,105,30,40,60,5,15,20,60,0,0,10,95,30,115,75,45,20,55,40,0,0,0,0
4/1/2018 7:10,0,20,0,25,10,120,35,40,55,10,20,20,65,0,0,5,105,35,120,70,55,20,50,40,0,0,0,0
4/1/2018 7:20,0,20,0,25,45,110,35,50,45,15,60,20,50,0,0,10,95,35,120,75,45,20,35,30,0,0,0,0
4/1/2018 7:30,0,20,0,45,45,110,35,40,50,15,60,25,60,0,0,5,105,40,140,65,40,25,40,30,0,0,0,0
4/1/2018 7:40,0,20,0,60,45,120,40,50,45,15,60,25,60,0,0,10,115,45,145,65,40,30,45,40,0,0,0,0
4/1/2018 7:50,0,20,0,60,45,120,35,55,60,15,60,30,65,0,10,10,105,50,150,70,40,30,50,40,0,0,0,0
4/1/2018 8:00,0,20,0,50,45,105,35,65,65,25,60,30,50,0,15,15,115,40,135,80,35,30,50,60,0,0,0,0
4/1/2018 8:10,0,20,0,55,45,130,40,65,65,15,60,35,75,0,15,15,110,40,130,80,45,30,45,60,0,0,0,0
4/1/2018 8:20,0,20,0,40,45,135,40,65,60,15,60,35,75,0,40,15,105,40,125,95,65,35,45,40,0,0,0,0
4/1/2018 8:30,0,20,0,50,20,110,45,65,60,15,45,30,65,0,35,10,95,60,125,105,50,35,45,40,0,0,0,0
4/1/2018 8:40,0,20,0,45,20,150,45,65,65,15,40,30,65,0,25,10,95,30,105,95,55,35,40,50,0,0,0,0
4/1/2018 8:50,0,20,0,45,40,150,40,55,80,15,45,30,90,0,25,15,100,40,90,95,55,35,40,50,0,0,0,0
4/1/2018 9:00,0,20,0,50,20,150,40,55,70,15,45,30,65,0,20,15,75,35,85,95,40,40,40,50,0,0,0,0
4/1/2018 9:10,0,20,0,50,60,150,45,55,65,15,35,35,55,0,20,20,75,25,85,105,30,40,30,60,0,0,0,0
4/1/2018 9:20,0,20,0,45,60,150,45,55,45,15,35,35,45,0,15,15,85,30,105,90,30,40,35,60,0,0,0,0
4/1/2018 9:30,0,20,0,45,60,150,45,50,60,15,40,35,0,0,20,15,85,35,105,85,30,40,45,50,0,0,0,0
4/1/2018 9:40,0,20,0,55,45,110,40,60,60,15,40,30,75,0,20,15,80,40,95,80,65,45,35,40,0,0,0,0
4/1/2018 9:50,0,20,0,50,45,110,45,55,70,20,45,35,95,0,25,15,95,50,90,80,55,35,65,40,0,0,0,0
4/1/2018 10:00,0,20,0,60,45,120,40,55,65,25,50,50,85,0,30,15,95,50,90,95,60,35,55,40,0,0,0,0
4/1/2018 10:10,0,20,0,40,45,120,20,55,70,25,50,50,90,0,30,15,95,50,95,105,60,35,45,40,0,0,0,0
4/1/2018 10:20,0,20,0,40,45,120,35,60,65,25,50,50,70,0,30,15,95,50,95,105,60,30,40,50,0,0,0,0
4/1/2018 10:30,0,30,0,50,15,110,35,55,60,25,55,50,80,0,40,25,95,50,95,105,45,30,40,50,30,0,0,0
4/1/2018 10:40,0,30,0,50,10,100,30,55,55,15,65,50,65,0,40,25,105,50,95,105,25,30,40,65,30,0,0,0
4/1/2018 10:50,0,30,0,50,10,125,40,70,55,15,65,35,65,0,25,25,95,40,105,105,45,35,35,65,25,0,0,0
4/1/2018 11:00,0,30,0,45,45,125,45,70,45,15,65,30,65,0,25,20,95,40,105,105,50,35,35,50,25,0,0,0
4/1/2018 11:10,0,30,0,45,45,125,45,70,45,15,65,30,65,0,30,20,95,40,105,105,60,35,40,50,25,0,0,0
4/1/2018 11:20,0,30,0,45,45,125,45,70,50,15,65,30,65,0,40,20,95,40,105,105,60,40,40,50,25,0,0,0
4/1/2018 11:30,0,30,0,50,45,125,45,70,50,15,65,35,65,0,40,20,95,50,105,105,60,40,55,50,25,0,0,0
4/1/2018 11:40,0,30,0,50,45,135,45,70,55,10,65,35,65,0,25,15,85,55,105,95,65,50,45,60,25,0,0,0
4/1/2018 11:50,0,30,0,45,45,135,45,60,60,10,70,35,65,0,15,25,85,55,105,95,60,40,40,60,25,0,0,0
4/1/2018 12:00,0,30,0,40,40,135,55,60,65,15,70,35,70,0,15,20,80,55,105,95,60,40,50,60,25,0,0,0
4/1/2018 12:10,0,30,0,40,35,160,50,60,65,15,65,35,70,0,20,15,80,50,105,95,50,35,45,60,25,0,0,0
4/1/2018 12:20,0,30,0,40,25,170,45,60,65,15,50,35,60,0,25,15,85,40,105,105,50,35,45,60,25,0,0,0
4/1/2018 12:30,0,30,0,35,30,170,45,50,70,15,55,35,40,0,25,15,80,35,105,105,35,30,40,60,25,0,0,0
4/1/2018 12:40,0,30,0,45,35,130,45,50,50,15,55,35,40,0,25,15,80,35,105,105,35,30,40,30,25,0,0,0
4/1/2018 12:50,0,30,0,40,35,130,40,45,40,15,45,35,35,0,20,20,80,30,90,105,40,30,35,30,25,0,0,0
4/1/2018 13:00,0,30,0,45,40,130,35,50,50,15,75,30,50,0,15,15,75,30,90,95,50,25,25,30,25,0,0,0
4/1/2018 13:10,0,30,0,50,40,120,30,65,55,15,30,30,60,0,20,15,85,45,95,105,50,25,40,30,25,0,0,0
4/1/2018 13:20,0,30,0,65,45,120,30,65,55,15,20,25,60,0,0,20,80,45,105,105,45,25,40,55,25,0,0,0
4/1/2018 13:30,0,30,0,50,40,120,30,55,50,10,25,30,55,0,20,15,80,40,105,105,40,30,35,55,25,0,0,0
4/1/2018 13:40,0,30,0,35,45,120,30,60,50,10,30,45,55,0,20,15,75,45,95,110,40,30,45,55,25,0,0,0
4/1/2018 13:50,0,30,0,45,45,120,35,40,45,10,35,30,55,0,20,10,75,35,90,110,40,30,50,55,25,0,0,0
4/1/2018 14:00,0,30,0,35,40,120,40,45,50,10,40,30,50,0,35,10,75,25,95,105,50,30,50,55,25,0,0,0
4/1/2018 14:10,0,20,0,40,30,110,25,60,45,10,45,35,50,0,35,0,80,30,90,95,60,30,35,40,25,0,0,0
4/1/2018 14:20,0,20,0,35,25,110,30,55,45,10,50,30,50,0,40,5,80,25,70,95,50,30,35,30,25,0,0,0
4/1/2018 14:30,0,20,0,45,20,100,45,55,40,10,50,30,50,0,35,10,85,35,65,95,45,30,45,30,25,0,0,0
4/1/2018 14:40,0,20,0,45,15,100,45,50,35,10,70,30,60,0,20,10,70,45,80,90,35,30,40,30,25,0,0,0
4/1/2018 14:50,0,20,0,40,25,100,45,50,40,10,55,25,60,0,20,10,75,45,95,90,35,30,40,40,25,0,0,0
4/1/2018 15:00,0,20,0,40,30,110,40,50,45,10,30,25,70,0,15,10,75,35,95,95,35,25,35,40,25,0,0,0
4/1/2018 15:10,0,20,0,30,25,90,45,60,40,10,70,20,70,0,20,5,80,30,80,95,40,25,40,40,25,0,0,0
4/1/2018 15:20,0,10,0,30,25,80,45,55,40,10,95,20,55,0,15,5,80,25,75,95,40,20,35,40,5,0,0,0
4/1/2018 15:30,0,10,0,30,45,70,20,50,45,10,40,25,60,0,10,5,85,30,80,90,40,20,35,50,5,0,0,0
4/1/2018 15:40,0,10,0,35,40,70,25,50,45,10,15,30,55,0,15,5,85,30,80,90,50,20,35,50,5,0,0,0
4/1/2018 15:50,0,10,0,35,40,130,20,55,45,10,30,30,45,0,15,10,75,20,55,80,50,25,35,40,5,0,0,0
4/1/2018 16:00,0,10,0,35,40,130,25,55,45,10,20,20,45,0,15,5,70,25,60,80,0,25,35,40,5,0,0,0
4/1/2018 16:10,0,10,0,35,40,130,25,65,35,10,10,15,45,0,5,10,60,25,65,70,0,30,30,40,5,0,0,0
4/1/2018 16:20,0,10,0,40,35,110,25,60,45,10,10,15,45,0,10,10,70,25,75,70,0,30,30,40,5,0,0,0
4/1/2018 16:30,0,10,0,35,20,110,30,50,45,15,20,20,50,0,10,5,70,30,80,65,0,30,40,40,5,0,0,0
4/1/2018 16:40,0,10,0,30,10,110,35,50,40,15,25,25,45,0,10,10,75,25,90,55,0,25,30,40,5,0,0,0
4/1/2018 16:50,0,10,0,25,10,110,35,45,35,15,30,25,45,0,15,5,65,40,90,60,0,25,30,40,5,0,0,0
4/1/2018 17:00,0,10,0,25,10,110,40,40,35,15,35,25,35,0,10,10,75,30,90,60,15,25,35,55,5,0,0,0
4/1/2018 17:10,0,10,0,30,10,105,35,40,45,15,40,25,35,0,15,10,75,30,105,60,15,25,35,55,5,0,0,0
4/1/2018 17:20,0,10,0,35,20,95,30,40,45,15,50,20,25,0,15,10,75,30,105,55,20,25,30,55,5,0,0,0
4/1/2018 17:30,0,10,0,35,30,95,30,40,45,15,50,15,25,0,15,10,95,30,105,55,20,30,30,55,5,0,0,0
4/1/2018 17:40,0,10,0,25,20,95,25,35,20,0,35,15,20,0,15,5,95,20,85,50,15,20,15,40,5,0,0,0
4/1/2018 17:50,0,10,0,25,20,75,20,30,15,0,15,10,10,0,5,5,95,10,85,40,15,20,15,15,5,0,0,0
4/1/2018 18:00,0,10,0,10,5,85,20,30,15,0,10,10,5,0,5,10,95,5,75,35,10,10,10,25,5,0,0,0
4/1/2018 18:10,0,10,0,5,5,60,15,30,10,0,10,10,5,0,5,5,55,10,60,0,10,15,10,25,5,0,0,0
4/1/2018 18:20,0,10,0,10,5,60,10,45,15,0,10,10,10,0,5,5,75,10,60,0,15,15,15,25,5,0,0,0
4/1/2018 18:30,0,10,0,10,10,80,10,45,30,15,5,10,20,0,5,5,75,10,65,0,15,10,10,50,5,0,0,0
4/1/2018 18:40,0,10,0,10,5,65,15,60,30,15,10,10,20,0,5,5,90,20,70,0,15,15,20,50,5,0,0,0
4/1/2018 18:50,0,10,0,10,5,65,20,55,25,15,10,10,25,0,5,5,90,20,80,15,15,15,25,50,5,0,0,0
4/1/2018 19:00,0,10,0,15,5,65,20,25,10,15,10,10,25,0,5,5,90,10,70,30,15,15,20,50,5,0,0,0
4/1/2018 19:10,0,0,0,15,5,60,25,25,15,15,10,10,25,0,5,5,90,10,70,30,15,15,20,30,5,0,0,0
4/1/2018 19:20,0,0,0,5,5,60,15,30,20,15,5,10,15,0,5,5,45,5,40,35,15,20,20,30,5,0,0,0
4/1/2018 19:30,0,0,0,0,5,60,20,30,15,15,10,10,15,0,5,5,45,5,50,35,15,15,15,30,5,0,0,0
4/1/2018 19:40,0,0,0,0,5,60,15,15,15,15,10,10,10,0,5,5,45,5,45,35,15,15,10,30,5,0,0,0
4/1/2018 19:50,0,0,0,0,5,55,10,5,5,15,10,10,5,0,5,5,40,5,45,30,15,15,5,30,5,0,0,0
4/1/2018 20:00,0,0,0,0,5,60,15,5,5,15,10,10,5,0,30,5,35,5,30,30,5,10,5,30,5,0,0,0
4/1/2018 20:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 20:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 20:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 20:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 21:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 21:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 21:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 21:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 22:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 22:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 22:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 22:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 23:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 23:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 23:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/1/2018 23:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 0:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 0:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 0:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 1:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 4:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 4:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2018 5:10,0,0,0,5,5,60,0,10,10,0,5,10,10,0,5,5,35,10,20,10,15,5,15,10,0,0,0,0
4/2/2018 5:20,0,0,0,5,5,60,10,10,10,0,10,10,10,0,5,5,40,10,25,10,15,10,10,20,0,0,0,0
4/2/2018 5:30,0,0,0,5,5,60,15,10,10,0,10,10,10,0,5,5,50,10,30,10,15,10,10,20,0,0,0,0
4/2/2018 5:40,0,0,0,10,5,90,15,10,10,0,5,10,10,0,5,5,40,10,50,15,15,10,25,30,0,0,0,0
4/2/2018 5:50,0,0,0,10,5,120,15,10,20,0,10,10,30,0,5,5,55,10,55,10,15,10,35,30,0,0,0,0
4/2/2018 6:00,0,0,0,20,5,0,15,25,25,5,10,10,50,0,5,5,55,10,60,20,15,10,35,30,0,0,0,0
4/2/2018 6:10,0,5,0,25,5,120,20,50,25,5,10,10,55,0,5,5,60,10,55,30,25,15,35,30,0,0,0,0
4/2/2018 6:20,0,5,0,25,5,120,25,45,25,5,15,15,35,0,5,5,65,10,55,40,25,10,40,30,0,0,0,0
4/2/2018 6:30,0,5,0,20,5,120,25,45,30,5,15,15,25,0,5,5,85,20,50,35,15,15,25,20,0,0,0,0
4/2/2018 6:40,0,10,0,20,10,120,30,55,60,5,20,15,45,0,5,5,80,25,60,55,25,15,15,20,0,0,0,0
4/2/2018 6:50,0,10,0,25,10,120,30,75,45,5,25,40,55,0,5,10,90,25,105,80,35,20,35,30,0,0,0,0
4/2/2018 7:00,0,10,0,30,15,120,35,85,45,5,30,40,60,0,10,5,80,40,110,70,40,20,40,30,0,0,0,0
4/2/2018 7:10,0,30,0,45,20,135,30,95,45,15,30,40,60,0,15,10,70,50,140,70,45,25,45,30,0,0,0,0
4/2/2018 7:20,0,30,0,40,25,135,35,125,50,15,30,40,60,0,20,10,90,50,150,65,35,30,50,40,0,0,0,0
4/2/2018 7:30,0,20,0,45,25,135,35,125,50,15,55,40,60,0,20,10,90,40,165,70,40,30,50,50,0,0,0,0
4/2/2018 7:40,0,20,0,45,60,135,60,65,60,15,40,40,65,0,0,10,115,40,160,70,50,40,55,50,0,0,0,0
4/2/2018 7:50,0,20,0,50,60,135,40,65,65,15,40,40,65,0,0,10,110,40,170,80,50,35,65,50,0,0,0,0
4/2/2018 8:00,0,20,0,60,40,135,50,85,85,15,40,30,70,0,20,15,120,50,175,90,70,40,65,60,0,0,0,0
4/2/2018 8:10,0,20,0,50,40,135,50,85,75,20,75,35,75,0,25,10,120,65,185,95,70,45,70,60,0,0,0,0
4/2/2018 8:20,0,30,0,50,40,120,45,65,90,20,75,35,70,0,40,10,110,80,180,95,70,45,60,60,0,0,0,0
4/2/2018 8:30,0,30,0,55,40,135,45,75,85,20,75,55,80,0,25,20,105,90,190,90,65,45,45,60,0,0,0,0
4/2/2018 8:40,0,50,0,55,40,120,45,70,85,20,75,55,75,0,25,20,105,75,150,85,55,40,40,60,5,5,0,0
4/2/2018 8:50,0,30,0,55,40,135,40,70,90,20,75,55,85,0,25,30,95,80,160,105,45,40,45,60,5,5,0,0
4/2/2018 9:00,0,30,0,55,40,140,50,75,80,20,75,25,80,0,35,30,110,55,165,115,55,40,50,60,5,5,0,0
4/2/2018 9:10,0,30,0,40,40,150,45,70,85,20,75,45,80,0,25,30,95,60,165,115,60,35,45,60,5,5,0,0
4/2/2018 9:20,0,30,0,50,40,150,50,70,75,20,45,30,85,0,35,30,90,65,155,95,50,35,45,60,5,5,0,0
4/2/2018 9:30,0,30,0,50,40,150,45,75,60,20,45,45,70,0,30,20,80,60,155,95,60,40,45,70,20,5,0,0
4/2/2018 9:40,0,30,0,45,40,150,40,75,50,20,45,45,70,0,30,10,90,55,150,95,55,40,45,60,20,5,0,0
