,Stitch's Great Escape! - Temporarily Closed,"Monsters, Inc. Laugh Floor",Walt Disney's Enchanted Tiki Room,The Barnstormer,Under the Sea - Journey of The Little Mermaid,Seven Dwarfs Mine Train ,Astro Orbiter,Big Thunder Mountain Railroad,Buzz Lightyear's Space Ranger Spin,Prince Charming Regal Carrousel,Dumbo the Flying Elephant,it's a small world,Jungle Cruise,Liberty Square Riverboat,Mad Tea Party,Mickey's PhilharMagic,Peter Pan's Flight,Pirates of the Caribbean,Space Mountain,Splash Mountain,Haunted Mansion,The Magic Carpets of Aladdin,The Many Adventures of Winnie the Pooh,Tomorrowland Speedway,Tomorrowland Transit Authority PeopleMover,Walt Disney's Carousel of Progress,Country Bear Jamboree,The Hall of Presidents
2019-01-01 06:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 06:10:00 -0800,0,0,0,5,5,50,15,20,10,0,10,10,15,0,5,10,40,0,20,15,15,10,10,10,0,0,0,0
2019-01-01 06:20:00 -0800,0,0,0,5,5,60,20,20,20,0,10,10,30,0,5,15,50,0,20,10,10,10,10,20,0,0,0,0
2019-01-01 06:30:00 -0800,0,0,0,5,5,90,25,35,15,0,10,10,35,0,0,15,60,0,60,10,10,10,15,25,0,0,0,0
2019-01-01 06:40:00 -0800,0,0,0,10,5,95,25,60,30,0,10,10,50,0,0,10,70,0,80,20,15,10,35,30,0,0,0,0
2019-01-01 06:50:00 -0800,0,0,0,10,5,110,30,70,35,5,10,10,50,0,0,5,75,0,80,25,15,15,40,35,0,0,0,0
2019-01-01 07:00:00 -0800,0,5,0,15,10,120,30,70,45,5,15,10,50,0,0,15,75,0,90,45,25,15,40,40,0,0,0,0
2019-01-01 07:10:00 -0800,0,5,0,20,10,130,30,80,40,5,15,10,60,0,5,10,75,10,95,40,30,15,40,40,0,0,0,0
2019-01-01 07:20:00 -0800,0,5,0,20,10,130,35,60,45,5,15,15,65,0,5,10,75,15,85,0,35,20,35,45,0,0,0,0
2019-01-01 07:30:00 -0800,0,15,0,25,10,120,40,45,45,5,15,20,40,0,5,10,65,25,85,0,30,15,50,50,0,0,0,0
2019-01-01 07:40:00 -0800,0,15,0,25,10,120,40,55,40,5,15,25,50,0,10,10,75,35,80,0,25,15,30,45,0,0,0,0
2019-01-01 07:50:00 -0800,0,20,0,25,15,110,40,65,35,5,20,25,65,0,15,10,85,45,80,0,30,20,30,40,0,0,0,0
2019-01-01 08:00:00 -0800,0,20,0,25,20,110,40,60,30,5,30,30,65,0,15,10,85,35,80,20,35,20,35,35,0,0,0,0
2019-01-01 08:10:00 -0800,0,20,0,35,20,105,40,60,45,5,35,35,85,0,15,10,95,45,95,80,45,25,60,30,0,0,0,0
2019-01-01 08:20:00 -0800,0,20,0,35,20,110,40,55,45,10,35,35,75,0,15,10,105,45,85,80,45,30,60,35,0,0,0,0
2019-01-01 08:30:00 -0800,0,20,0,40,20,110,40,65,55,10,30,35,80,0,20,10,105,35,85,70,60,35,60,35,0,0,0,0
2019-01-01 08:40:00 -0800,0,25,0,50,20,105,45,60,65,10,30,35,80,0,25,10,85,40,95,80,60,35,25,40,0,0,0,0
2019-01-01 08:50:00 -0800,0,20,0,50,40,90,40,55,55,10,25,30,85,0,20,10,65,45,105,75,60,35,40,40,0,0,0,0
2019-01-01 09:00:00 -0800,0,20,0,50,20,105,35,60,55,10,25,30,70,0,15,10,65,55,95,65,65,35,35,40,0,0,0,0
2019-01-01 09:10:00 -0800,0,20,0,50,40,95,35,65,50,10,25,30,70,0,15,10,70,50,90,75,55,40,50,40,0,0,0,0
2019-01-01 09:20:00 -0800,0,20,0,55,40,110,45,65,45,10,25,25,70,0,15,15,80,40,85,75,45,30,55,35,0,0,0,0
2019-01-01 09:30:00 -0800,0,15,0,50,40,125,45,55,50,10,20,30,70,0,15,15,85,35,85,80,40,25,50,35,0,0,0,0
2019-01-01 09:40:00 -0800,0,20,0,40,40,125,40,55,40,10,25,35,70,0,25,15,95,55,95,90,30,25,50,35,0,0,0,0
2019-01-01 09:50:00 -0800,0,20,0,30,20,120,40,65,45,10,30,40,75,0,25,10,80,55,90,90,35,20,50,45,0,0,0,0
2019-01-01 10:00:00 -0800,0,20,0,30,20,120,40,55,45,10,25,40,65,0,20,15,85,50,80,90,45,20,45,35,0,0,0,0
2019-01-01 10:10:00 -0800,0,20,0,20,20,115,35,65,50,10,35,40,60,0,0,20,85,50,90,90,50,20,45,45,0,0,0,0
2019-01-01 10:20:00 -0800,0,25,0,25,25,105,25,65,50,10,35,35,60,0,0,10,90,50,95,110,50,25,45,50,0,0,0,0
2019-01-01 10:30:00 -0800,0,20,0,30,30,110,25,65,55,10,35,30,55,0,20,15,80,50,110,105,55,25,45,55,0,0,0,0
2019-01-01 10:40:00 -0800,0,25,0,25,30,130,30,65,50,10,35,30,55,0,15,15,80,45,105,105,55,25,45,50,0,0,0,0
2019-01-01 10:50:00 -0800,0,25,0,30,35,105,35,70,50,10,25,30,55,0,30,10,80,40,105,105,55,30,35,45,0,0,0,0
2019-01-01 11:00:00 -0800,0,20,0,35,35,115,40,65,40,10,45,30,55,0,25,15,70,45,110,95,55,35,45,50,0,0,0,0
2019-01-01 11:10:00 -0800,0,20,0,35,30,130,40,65,40,10,45,30,65,0,20,20,75,25,95,90,60,30,20,45,0,0,0,0
2019-01-01 11:20:00 -0800,0,20,0,35,35,120,45,65,40,10,30,35,60,0,20,20,75,35,105,85,50,35,30,40,0,0,0,0
2019-01-01 11:30:00 -0800,0,10,0,40,35,125,45,55,50,10,40,45,70,0,20,10,80,40,95,75,60,40,30,45,0,0,0,0
2019-01-01 11:40:00 -0800,0,25,0,45,35,100,45,55,45,10,35,40,70,0,20,10,80,40,95,75,60,45,40,45,0,0,0,0
2019-01-01 11:50:00 -0800,0,25,0,50,35,140,55,45,45,10,35,50,70,0,25,10,80,40,95,65,50,40,45,40,0,0,0,0
2019-01-01 12:00:00 -0800,0,30,0,55,30,120,50,40,45,10,25,50,55,0,20,10,80,35,85,55,45,45,50,40,0,0,0,0
2019-01-01 12:10:00 -0800,0,30,0,0,30,100,35,40,45,10,25,45,45,0,15,15,85,50,85,70,40,45,60,40,0,0,0,0
2019-01-01 12:20:00 -0800,0,25,0,65,40,110,25,55,40,10,20,35,50,0,15,10,85,45,75,75,45,30,45,30,0,0,0,0
2019-01-01 12:30:00 -0800,0,20,0,65,40,120,35,50,30,10,15,15,60,0,10,10,85,30,75,70,40,15,35,35,0,0,0,0
2019-01-01 12:40:00 -0800,0,20,0,55,40,120,35,50,40,10,15,15,60,0,10,10,85,50,90,60,40,15,45,25,0,0,0,0
2019-01-01 12:50:00 -0800,0,20,0,40,40,120,35,55,50,10,15,15,70,0,10,20,85,40,90,65,50,20,45,35,0,0,0,0
2019-01-01 13:00:00 -0800,0,25,0,50,35,105,35,55,40,10,20,45,60,0,20,20,85,45,75,85,40,20,35,40,0,0,0,0
2019-01-01 13:10:00 -0800,0,20,0,50,30,95,35,60,35,10,20,45,60,0,20,20,95,25,80,95,55,25,30,45,0,0,0,0
2019-01-01 13:20:00 -0800,0,25,0,30,25,95,40,60,35,10,25,45,65,0,20,20,105,25,85,85,55,30,30,45,0,0,0,0
2019-01-01 13:30:00 -0800,0,25,0,30,25,120,25,70,40,0,30,45,60,0,20,15,90,35,95,80,55,35,40,50,0,0,0,0
2019-01-01 13:40:00 -0800,0,25,0,20,20,135,35,60,50,0,30,40,55,0,20,15,90,40,80,75,45,35,45,50,0,0,0,0
2019-01-01 13:50:00 -0800,0,25,0,25,45,130,40,65,45,0,25,45,60,0,15,10,75,45,65,70,40,35,50,45,0,0,0,0
2019-01-01 14:00:00 -0800,0,20,0,60,30,105,40,65,45,10,30,40,55,0,20,10,75,45,60,75,40,30,45,30,0,0,0,0
2019-01-01 14:10:00 -0800,0,20,0,60,45,125,45,75,45,10,30,35,65,0,20,10,75,45,65,75,55,35,35,35,0,0,0,0
2019-01-01 14:20:00 -0800,0,20,0,60,45,120,50,75,55,10,30,25,65,0,20,10,85,30,80,80,60,40,45,35,0,0,0,0
2019-01-01 14:30:00 -0800,0,20,0,50,45,120,50,80,40,10,35,25,60,0,25,10,95,30,85,75,45,35,45,40,0,0,0,0
2019-01-01 14:40:00 -0800,0,20,0,55,40,120,40,75,50,10,35,25,60,0,20,10,95,45,85,80,50,30,25,75,0,0,0,0
2019-01-01 14:50:00 -0800,0,20,0,55,40,140,50,75,50,10,30,30,60,0,20,10,95,45,95,75,50,30,35,75,0,0,0,0
2019-01-01 15:00:00 -0800,0,20,0,60,35,105,25,75,40,10,35,30,75,0,20,10,90,40,105,75,45,20,50,75,0,0,0,0
2019-01-01 15:10:00 -0800,0,20,0,50,25,95,20,60,40,5,30,25,80,0,20,10,90,40,85,70,45,20,60,75,0,0,0,0
2019-01-01 15:20:00 -0800,0,10,0,30,25,110,25,65,50,5,30,35,80,0,20,10,95,30,95,70,45,25,60,45,0,0,0,0
2019-01-01 15:30:00 -0800,0,20,0,40,20,105,20,60,50,5,40,40,80,0,25,10,70,25,85,70,45,25,60,45,0,0,0,0
2019-01-01 15:40:00 -0800,0,20,0,35,15,95,25,60,45,5,40,40,85,0,25,5,85,30,75,70,40,25,35,25,0,0,0,0
2019-01-01 15:50:00 -0800,0,20,0,20,15,105,40,60,45,5,30,35,65,0,25,5,75,35,90,70,40,20,25,30,0,0,0,0
2019-01-01 16:00:00 -0800,0,20,0,35,15,105,35,70,30,5,30,35,65,0,25,10,75,40,80,70,35,20,25,25,0,0,0,0
2019-01-01 16:10:00 -0800,0,20,0,30,25,95,40,60,40,5,20,30,50,0,15,10,70,35,70,70,40,20,30,30,0,0,0,0
2019-01-01 16:20:00 -0800,0,25,0,0,30,75,35,60,40,5,10,20,40,0,15,10,70,35,65,70,30,20,30,35,0,0,0,0
2019-01-01 16:30:00 -0800,0,10,0,40,25,60,30,40,40,5,10,20,40,0,5,10,50,25,70,75,40,20,30,35,0,0,0,0
2019-01-01 16:40:00 -0800,0,10,0,40,25,50,25,30,30,5,10,20,30,0,5,10,70,20,70,75,40,20,30,40,0,0,0,0
2019-01-01 16:50:00 -0800,0,10,0,15,5,55,30,35,15,0,10,20,30,0,5,5,70,10,60,75,20,20,20,35,0,0,0,0
2019-01-01 17:00:00 -0800,0,10,0,45,5,55,25,40,10,0,15,15,30,0,5,10,50,5,45,50,25,20,10,35,0,0,0,0
2019-01-01 17:10:00 -0800,0,10,0,45,10,105,15,45,10,0,10,10,15,0,5,15,60,5,35,40,25,10,10,20,0,0,0,0
2019-01-01 17:20:00 -0800,0,10,0,30,5,105,15,40,15,5,10,10,20,0,5,10,50,5,35,25,15,10,10,10,0,0,0,0
2019-01-01 17:30:00 -0800,0,10,0,30,5,105,15,30,20,5,10,10,20,0,5,10,45,10,55,20,20,10,35,15,0,0,0,0
2019-01-01 17:40:00 -0800,0,10,0,10,5,95,20,35,30,5,10,15,30,0,10,15,60,10,70,30,25,5,35,20,0,0,0,0
2019-01-01 17:50:00 -0800,0,10,0,10,5,85,25,75,35,5,10,15,30,0,10,10,55,15,70,25,25,5,25,25,0,0,0,0
2019-01-01 18:00:00 -0800,0,10,0,15,10,70,25,75,30,5,10,15,40,0,5,10,50,5,80,40,20,10,30,25,0,0,0,0
2019-01-01 18:10:00 -0800,0,10,0,20,10,70,25,50,30,5,10,15,35,0,15,10,50,10,70,30,20,10,25,40,0,0,0,0
2019-01-01 18:20:00 -0800,0,10,0,15,10,60,25,35,35,5,10,15,35,0,10,10,50,15,65,35,15,10,25,50,0,0,0,0
2019-01-01 18:30:00 -0800,0,10,0,15,10,60,25,25,40,5,15,15,20,0,10,5,50,15,60,35,20,15,20,45,0,0,0,0
2019-01-01 18:40:00 -0800,0,10,0,15,10,65,25,45,30,5,20,15,35,0,10,5,50,5,50,35,25,15,25,40,0,0,0,0
2019-01-01 18:50:00 -0800,0,10,0,15,5,50,20,55,25,5,20,15,25,0,10,15,55,5,40,40,20,10,20,40,0,0,0,0
2019-01-01 19:00:00 -0800,0,0,0,10,5,50,35,35,20,5,20,10,45,0,10,10,55,5,45,35,0,10,25,40,0,0,0,0
2019-01-01 19:10:00 -0800,0,0,0,5,5,80,25,35,15,5,20,10,50,0,10,10,45,5,50,35,0,10,25,30,0,0,0,0
2019-01-01 19:20:00 -0800,0,0,0,5,5,65,20,40,20,5,15,10,25,0,5,10,45,5,50,50,0,10,15,30,0,0,0,0
2019-01-01 19:30:00 -0800,0,0,0,5,5,65,25,25,15,5,15,10,15,0,5,10,50,5,55,55,15,10,15,30,0,0,0,0
2019-01-01 19:40:00 -0800,0,0,0,5,5,70,20,30,5,5,10,10,10,0,5,5,40,10,50,25,15,10,15,90,0,0,0,0
2019-01-01 19:50:00 -0800,0,0,0,5,5,85,10,20,5,5,10,10,10,0,5,10,45,5,45,20,15,10,5,30,0,0,0,0
2019-01-01 20:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 20:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 20:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 20:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 20:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 20:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 21:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 21:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 21:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 21:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 21:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 21:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 22:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 22:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 22:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 22:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 22:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 22:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 23:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 23:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 23:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 23:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 23:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01 23:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 00:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 00:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 00:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 00:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 00:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 00:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 01:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 02:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 02:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 02:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 02:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 02:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 02:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 03:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 04:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 05:00:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 05:10:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 05:20:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 05:30:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 05:40:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 05:50:00 -0800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-02 06:00:00 -0800,0,0,0,5,5,40,0,5,10,0,5,5,5,0,5,5,10,5,10,0,10,5,10,0,0,0,0,0
