"Walt Disney's Enchanted Tiki Room,Feb,06:00,weekday",0
"The Barnstormer,Feb,06:00,weekday",3.541666667
"Under the Sea - Journey of The Little Mermaid,Feb,06:00,weekday",4.6875
"Seven Dwarfs Mine Train ,Feb,06:00,weekday",31.14583333
"Astro Orbiter,Feb,06:00,weekday",5.416666667
"Big Thunder Mountain Railroad,Feb,06:00,weekday",4.375
"Buzz Lightyear's Space Ranger Spin,Feb,06:00,weekday",4.791666667
"Prince Charming Regal Carrousel,Feb,06:00,weekday",1.5625
"Dumbo the Flying Elephant,Feb,06:00,weekday",4.791666667
"it's a small world,Feb,06:00,weekday",5.3125
"Jungle Cruise,Feb,06:00,weekday",4.270833333
"Liberty Square Riverboat,Feb,06:00,weekday",0
"Mad Tea Party,Feb,06:00,weekday",3.4375
"Mickey's PhilharMagic,Feb,06:00,weekday",4.375
"Peter Pan's Flight,Feb,06:00,weekday",15.9375
"Pirates of the Caribbean,Feb,06:00,weekday",2.8125
"Space Mountain,Feb,06:00,weekday",8.645833333
"Splash Mountain,Feb,06:00,weekday",2.291666667
"Haunted Mansion,Feb,06:00,weekday",5.270833333
"The Magic Carpets of Aladdin,Feb,06:00,weekday",3.125
"The Many Adventures of Winnie the Pooh,Feb,06:00,weekday",8.020833333
"Tomorrowland Speedway,Feb,06:00,weekday",3.958333333
"Tomorrowland Transit Authority PeopleMover,Feb,06:00,weekday",0.208333333
"Walt Disney's Carousel of Progress,Feb,06:00,weekday",0
"Country Bear Jamboree,Feb,06:00,weekday",0
"The Hall of Presidents,Feb,06:00,weekday",0
"Monsters, Inc. Laugh Floor,06:30,Feb,weekday",1.145833333
"Walt Disney's Enchanted Tiki Room,06:30,Feb,weekday",0.104166667
"The Barnstormer,06:30,Feb,weekday",6.875
"Under the Sea - Journey of The Little Mermaid,06:30,Feb,weekday",8.958333333
"Seven Dwarfs Mine Train ,06:30,Feb,weekday",73.75
"06:30,Astro Orbiter,Feb,weekday",17.8125
"06:30,Big Thunder Mountain Railroad,Feb,weekday",20.9375
"Buzz Lightyear's Space Ranger Spin,06:30,Feb,weekday",14.58333333
"Prince Charming Regal Carrousel,06:30,Feb,weekday",4.270833333
"Dumbo the Flying Elephant,06:30,Feb,weekday",17.5
"06:30,Feb,it's a small world,weekday",10.72916667
"Jungle Cruise,06:30,Feb,weekday",26.66666667
"Liberty Square Riverboat,06:30,Feb,weekday",0
"06:30,Feb,Mad Tea Party,weekday",5.208333333
"06:30,Feb,Mickey's PhilharMagic,weekday",9.895833333
"Peter Pan's Flight,06:30,Feb,weekday",50.3125
"Pirates of the Caribbean,06:30,Feb,weekday",12.08333333
"Space Mountain,06:30,Feb,weekday",22.60416667
"Splash Mountain,06:30,Feb,weekday",9.479166667
"Haunted Mansion,06:30,Feb,weekday",17.5625
"The Magic Carpets of Aladdin,06:30,Feb,weekday",10.20833333
"The Many Adventures of Winnie the Pooh,06:30,Feb,weekday",23.95833333
"06:30,Tomorrowland Speedway,Feb,weekday",10
"Tomorrowland Transit Authority PeopleMover,06:30,Feb,weekday",1.354166667
"Walt Disney's Carousel of Progress,06:30,Feb,weekday",0
"Country Bear Jamboree,06:30,Feb,weekday",0
"06:30,The Hall of Presidents,Feb,weekday",0.208333333
"Monsters, Inc. Laugh Floor,07:00,Feb,weekday",3.333333333
"Walt Disney's Enchanted Tiki Room,07:00,Feb,weekday",0.104166667
"The Barnstormer,07:00,Feb,weekday",14.6875
"Under the Sea - Journey of The Little Mermaid,07:00,Feb,weekday",11.25
"Seven Dwarfs Mine Train ,07:00,Feb,weekday",87.70833333
"07:00,Astro Orbiter,Feb,weekday",26.45833333
"07:00,Big Thunder Mountain Railroad,Feb,weekday",39.47916667
"Buzz Lightyear's Space Ranger Spin,07:00,Feb,weekday",33.64583333
"Prince Charming Regal Carrousel,07:00,Feb,weekday",5.208333333
"Dumbo the Flying Elephant,07:00,Feb,weekday",21.45833333
"07:00,Feb,it's a small world,weekday",12.60416667
"Jungle Cruise,07:00,Feb,weekday",45.20833333
"Liberty Square Riverboat,07:00,Feb,weekday",0
"07:00,Feb,Mad Tea Party,weekday",6.5625
"07:00,Feb,Mickey's PhilharMagic,weekday",10.41666667
"Peter Pan's Flight,07:00,Feb,weekday",67.5
"Pirates of the Caribbean,07:00,Feb,weekday",21.45833333
"Space Mountain,07:00,Feb,weekday",40.52083333
"Splash Mountain,07:00,Feb,weekday",20.72916667
"Haunted Mansion,07:00,Feb,weekday",26.41666667
"The Magic Carpets of Aladdin,07:00,Feb,weekday",14.6875
"The Many Adventures of Winnie the Pooh,07:00,Feb,weekday",35.72916667
"07:00,Tomorrowland Speedway,Feb,weekday",13.95833333
"Tomorrowland Transit Authority PeopleMover,07:00,Feb,weekday",2.1875
"Walt Disney's Carousel of Progress,07:00,Feb,weekday",0
"Country Bear Jamboree,07:00,Feb,weekday",0
"07:00,The Hall of Presidents,Feb,weekday",0.208333333
